state_name,statefips,county_name,countyfips,totalrets,agi_stub,child_dep,avg_income_ALL,taxes_paid_ded,pre,post
IN,18,Elkhart,39,2120,8,1,668901,43925.6157635468,485872.6373539982,502972.8992362983
IN,18,Fayette,41,1880,2,1,4997,433.33333333333337,5302.743315508022,5321.3850267379685
IN,18,Fayette,41,2520,3,1,16842,2455.5555555555557,17208.527761711972,17475.712550607288
IN,18,Fayette,41,2680,4,1,35859,3239.130434782609,32638.404224053476,33479.98455598456
IN,18,Fayette,41,1450,5,1,61424,4403.846153846154,52505.885478387565,53886.816901408456
IN,18,Fayette,41,770,6,1,86242,5821.739130434783,72464.63619497385,74525.92207792208
IN,18,Fayette,41,620,7,1,127785,8897.142857142857,103054.54531490014,106377.42857142858
IN,18,Fayette,41,90,8,1,390933,23688.888888888887,289570.0,313240.0
IN,18,Floyd,43,6060,2,1,5154,1928.5714285714284,5408.28,5427.28
IN,18,Floyd,43,7700,3,1,17198,2180.434782608696,17174.14655792756,17425.60686015831
IN,18,Floyd,43,8810,4,1,36145,3086.6197183098593,32162.82541104938,32977.99415204678
IN,18,Floyd,43,5140,5,1,61771,4545.505617977528,52249.17487981236,53701.51896207584
IN,18,Floyd,43,3510,6,1,86644,5889.156626506025,72430.24800322778,74414.98265895953
IN,18,Floyd,43,5060,7,1,133325,8830.831099195711,106803.22159925822,109971.46918489067
IN,18,Floyd,43,1390,8,1,537169,29877.037037037036,386667.2893337504,404642.3392242728
IN,18,Fountain,45,1480,2,1,4868,733.3333333333333,5122.27027027027,5140.459459459459
IN,18,Fountain,45,1720,3,1,17136,2185.714285714286,17408.40936461794,17677.51785714286
IN,18,Fountain,45,1980,4,1,35988,2476.470588235294,32514.834406238555,33339.145077720204
IN,18,Fountain,45,1150,5,1,61753,3709.090909090909,52416.44640246249,53813.51327433629
IN,18,Fountain,45,760,6,1,85866,4983.333333333333,72055.0550877193,74051.70666666667
IN,18,Fountain,45,630,7,1,127383,7616.0,102481.36607142857,106098.734375
IN,18,Fountain,45,90,8,1,313944,16828.571428571428,242402.66666666666,256861.55555555556
IN,18,Franklin,47,1940,2,1,4928,1140.0,5172.453125,5194.125
IN,18,Franklin,47,2070,3,1,16810,2233.333333333333,17184.15849218248,17464.67487684729
IN,18,Franklin,47,2390,4,1,36830,3170.0,33343.938208199404,34204.94420600859
IN,18,Franklin,47,1560,5,1,61879,4308.333333333333,52977.360985419815,54402.35294117647
IN,18,Franklin,47,1120,6,1,86483,5495.0,72912.06370656371,74946.34234234232
IN,18,Franklin,47,1310,7,1,129409,8282.926829268294,104151.97916547091,107537.21052631579
IN,18,Franklin,47,250,8,1,427000,24872.727272727272,316457.56,337153.64
IN,18,Fulton,49,1710,2,1,4947,2200.0,5288.9064327485385,5310.888888888889
IN,18,Fulton,49,2060,3,1,17037,2400.0,17596.245471670773,17872.880597014926
IN,18,Fulton,49,2370,4,1,35959,2600.0,32715.13458460643,33559.48275862069
IN,18,Fulton,49,1370,5,1,61290,4090.0,52380.3749267409,53774.06569343065
IN,18,Fulton,49,850,6,1,87388,5732.0,73487.14670446492,75489.30120481928
IN,18,Fulton,49,750,7,1,129083,8178.571428571428,104153.85298701299,107722.37662337661
IN,18,Fulton,49,140,8,1,515521,29892.30769230769,378563.0714285714,400874.28571428574
IN,18,Gibson,51,2950,2,1,4901,1383.3333333333335,5158.969178082192,5178.893835616437
IN,18,Gibson,51,3120,3,1,16902,1821.4285714285713,17023.435560053982,17276.71052631579
IN,18,Gibson,51,3610,4,1,36693,2548.3870967741937,32796.27394538979,33622.41142857143
IN,18,Gibson,51,2450,5,1,61961,3525.531914893617,52556.86734693877,54024.416666666664
IN,18,Gibson,51,1750,6,1,86409,4965.95744680851,72239.03676734693,74345.10857142857
IN,18,Gibson,51,1810,7,1,129065,7060.227272727273,103390.32062513354,107128.9226519337
IN,18,Gibson,51,260,8,1,367288,18090.47619047619,276282.15680473374,296513.48224852065
IN,18,Grant,53,5540,2,1,5261,1644.4444444444443,5624.054545454545,5642.276363636363
IN,18,Grant,53,7580,3,1,16935,1920.0,17475.200652331052,17747.41565452092
IN,18,Grant,53,7450,4,1,35742,2906.0975609756097,32303.113884748902,33126.60413793103
IN,18,Grant,53,3790,5,1,61555,4215.05376344086,52517.61097084824,53886.89757412399
IN,18,Grant,53,2290,6,1,86526,5753.571428571429,72374.78993334867,74369.85964912281
IN,18,Grant,53,2090,7,1,126948,8780.45112781955,102745.20245937636,105618.24154589372
IN,18,Grant,53,320,8,1,400044,26670.0,297215.50390625,319983.859375
IN,18,Greene,55,2520,2,1,5032,1000.0,5350.8387096774195,5369.774193548386
IN,18,Greene,55,3210,3,1,16916,2007.142857142857,17440.45932297557,17718.691082802547
IN,18,Greene,55,3290,4,1,36467,2588.5714285714284,32953.026579174126,33782.23676012461
IN,18,Greene,55,2180,5,1,61771,4029.2682926829266,52506.86007030781,53934.060747663556
IN,18,Greene,55,1380,6,1,86033,4857.894736842105,71980.05268168836,74022.08759124088
IN,18,Greene,55,1380,7,1,127386,7338.028169014085,102209.19346262119,105713.08633093526
IN,18,Greene,55,140,8,1,317629,18000.0,243431.7857142857,258554.7857142857
IN,18,Hamilton,57,21810,2,1,4431,2528.395061728395,4528.864077669903,4546.105409153953
IN,18,Hamilton,57,17850,3,1,17146,2750.7692307692305,16935.954024983486,17188.636833046472
IN,18,Hamilton,57,24210,4,1,37031,3566.7266187050363,32904.89081989142,33729.07204116638
IN,18,Hamilton,57,18370,5,1,62060,4654.476670870114,52276.68648450273,53709.99324704558
IN,18,Hamilton,57,15510,6,1,87172,6059.621802002225,72543.61809020762,74485.56795797768
IN,18,Hamilton,57,31910,7,1,138565,9070.86856264412,110623.646880805,113599.1922225735
IN,18,Hamilton,57,15730,8,2,469458,28453.736192332683,344138.0208539864,361499.4181611955
IN,18,Hancock,59,5690,2,1,4846,1883.3333333333335,5027.5,5043.20744680851
IN,18,Hancock,59,6080,3,1,17190,2476.595744680851,17130.387426900583,17380.535353535353
IN,18,Hancock,59,7670,4,1,36766,3225.1655629139073,32842.12563289909,33671.21951219512
IN,18,Hancock,59,5340,5,1,62037,4535.3233830845775,52567.82355229041,54008.52115384615
IN,18,Hancock,59,4030,6,1,86875,5883.9195979899505,72763.49247145152,74679.8161209068
IN,18,Hancock,59,5780,7,1,132514,8753.75854214123,106252.82543642393,109296.15251299826
IN,18,Hancock,59,1100,8,1,367345,22454.62962962963,274884.9016835017,292446.7292929293
IN,18,Harrison,61,2850,2,1,5104,1330.0,5416.418439716312,5439.90780141844
IN,18,Harrison,61,3740,3,1,17105,1904.3478260869565,17443.170898366738,17717.349593495936
IN,18,Harrison,61,4420,4,1,36168,2713.6363636363635,32654.9445910843,33479.34722222222
IN,18,Harrison,61,2800,5,1,61804,3947.560975609756,52691.35603403816,54077.96750902527
IN,18,Harrison,61,1910,6,1,86730,5345.333333333334,72661.93604298706,74632.75263157894
IN,18,Harrison,61,2010,7,1,129380,7629.850746268656,103959.39800995025,107203.14427860697
IN,18,Harrison,61,250,8,1,362344,19682.608695652172,271850.88,291473.16
IN,18,Hendricks,63,10940,2,1,4850,2369.4444444444443,4999.230627306273,5011.012915129151
IN,18,Hendricks,63,12020,3,1,17140,2387.6106194690265,16953.864255202145,17192.29471890971
IN,18,Hendricks,63,15450,4,1,36787,3197.530864197531,32798.239343255496,33631.70188425303
IN,18,Hendricks,63,11260,5,1,61875,4436.542669584245,52255.10540788268,53670.25756186985
IN,18,Hendricks,63,9080,6,1,86918,5920.816326530612,72492.9122215933,74415.03128491619
IN,18,Hendricks,63,13610,7,1,133427,8642.870544090056,106799.58548469841,109796.59985207103
IN,18,Hendricks,63,2660,8,1,358071,20981.78294573643,268543.0925065473,285288.83779673907
IN,18,Henry,65,3930,2,1,5164,1444.4444444444443,5459.381443298969,5478.072164948454
IN,18,Henry,65,5230,3,1,16902,1856.5217391304345,17225.23289468751,17493.87843137255
IN,18,Henry,65,5470,4,1,36383,3125.0,32838.19964614149,33677.458333333336
IN,18,Henry,65,2950,5,1,61235,3977.1929824561403,52211.96631429753,53639.898954703836
IN,18,Henry,65,1910,6,1,86377,5118.965517241379,72365.60652649659,74424.58201058202
IN,18,Henry,65,1750,7,1,127543,7853.125,102891.3631168831,106261.63636363635
IN,18,Henry,65,270,8,1,391315,20883.333333333332,292059.02880658436,312731.0864197531
IN,18,Howard,67,7050,2,1,5099,1460.0,5391.765042979942,5408.971346704871
IN,18,Howard,67,9420,3,1,16895,1651.0204081632653,17156.71972227004,17416.25945945946
IN,18,Howard,67,9090,4,1,36473,2787.962962962963,32713.805269340497,33543.197740112984
IN,18,Howard,67,5490,5,1,61725,3970.503597122302,52168.67127118586,53625.75464684014
IN,18,Howard,67,3740,6,1,86693,5231.724137931034,71843.21212363405,73923.06521739131
IN,18,Howard,67,4540,7,1,130527,7990.753424657534,104181.08215761997,107474.83700440529
IN,18,Howard,67,590,8,1,385149,22083.928571428572,288210.362176628,307539.6262265834
IN,18,Huntington,69,3030,2,1,4974,1800.0,5242.172185430463,5260.649006622516
IN,18,Huntington,69,3800,3,1,17227,1865.0,17279.67492260062,17533.909090909092
IN,18,Huntington,69,4360,4,1,36146,3024.0,32536.539401938717,33353.811320754714
IN,18,Huntington,69,2660,5,1,61613,4080.645161290323,52700.368135166806,54074.16349809887
IN,18,Huntington,69,1810,6,1,86561,5584.848484848485,72725.496600085,74717.76923076923
IN,18,Huntington,69,1490,7,1,128921,8447.368421052632,104228.13669360362,107498.74829931973
IN,18,Huntington,69,240,8,1,390346,22143.478260869568,292992.62152777775,312960.36805555556
IN,18,Jackson,71,3610,2,1,5094,1490.0,5428.8050139275765,5450.089136490252
IN,18,Jackson,71,4370,3,1,17148,1811.1111111111109,17446.69056640175,17708.10304449648
IN,18,Jackson,71,5900,4,2,36874,2750.0,34579.02196278299,35710.62062937063
IN,18,Jackson,71,3260,5,1,61190,3985.507246376812,52018.369149322476,53449.5015576324
IN,18,Jackson,71,1930,6,1,86402,5289.2307692307695,72488.73483376512,74492.375
IN,18,Jackson,71,1960,7,1,130986,7851.351351351352,104994.66240188382,108562.01538461538
IN,18,Jackson,71,390,8,1,388215,21417.64705882353,290997.0823211876,311124.6680161943
IN,18,Jasper,73,2770,2,1,4773,1271.4285714285716,4999.630434782609,5013.021739130435
IN,18,Jasper,73,2920,3,1,16932,2084.2105263157896,17115.607122329726,17368.356643356645
IN,18,Jasper,73,3370,4,1,36850,3254.5454545454545,33175.30307404054,34000.416918429
IN,18,Jasper,73,2360,5,1,62036,4660.526315789474,52870.540336073325,54236.01287553648
IN,18,Jasper,73,1730,6,1,86420,6305.882352941177,72399.01257478958,74273.40350877192
IN,18,Jasper,73,1850,7,1,127767,9048.905109489051,102963.15611740775,105793.26344086022
IN,18,Jasper,73,280,8,1,454993,37411.53846153847,340953.35714285716,360697.71428571426
IN,18,Jay,75,1880,2,1,4973,2075.0,5333.725806451614,5354.629032258065
IN,18,Jay,75,2260,3,1,17244,2575.0,17753.52571902655,18036.553571428572
IN,18,Jay,75,2620,4,2,35746,3290.0,34323.02195027772,35425.45525291829
IN,18,Jay,75,1300,5,1,61339,4641.666666666667,52555.2095699576,53950.85826771654
IN,18,Jay,75,690,6,1,86132,5933.333333333333,72526.92438563326,74524.8115942029
IN,18,Jay,75,520,7,1,125040,8776.923076923076,101550.05660377358,104986.35849056604
IN,18,Jay,75,100,8,1,461060,32777.777777777774,341853.6,362338.6
IN,18,Jefferson,77,2630,2,1,5098,2150.0,5380.115384615385,5399.7307692307695
IN,18,Jefferson,77,3390,3,1,17101,2173.333333333333,17323.87698847686,17590.65256797583
IN,18,Jefferson,77,3640,4,1,36385,2440.0,32666.687607010557,33505.883852691215
IN,18,Jefferson,77,2170,5,1,61387,3600.0,52340.965307364575,53775.9103773585
IN,18,Jefferson,77,1320,6,1,86311,4920.454545454546,72367.88549618321,74384.64885496184
IN,18,Jefferson,77,1300,7,1,128479,6980.281690140846,103369.4115678215,106839.87022900765
IN,18,Jefferson,77,240,8,1,498537,21947.61904761905,363130.5,384409.75
IN,18,Jennings,79,2340,2,1,5156,1250.0,5497.987068965517,5515.892241379311
IN,18,Jennings,79,3100,3,1,17039,1871.4285714285716,17514.0863327674,17787.355263157893
IN,18,Jennings,79,3620,4,2,36338,2766.6666666666665,34325.73253721065,35447.33427762039
IN,18,Jennings,79,1850,5,1,61690,3964.285714285714,52388.587771377934,53814.86338797814
IN,18,Jennings,79,990,6,1,86552,5446.875,72392.0601010101,74371.6
IN,18,Jennings,79,790,7,1,127397,8017.021276595744,102664.98990546385,105748.17721518988
IN,18,Jennings,79,90,8,1,509600,28875.0,370481.3333333333,389712.55555555556
IN,18,Johnson,81,11190,2,1,4931,1730.3030303030303,5135.340560072267,5149.393857271906
IN,18,Johnson,81,13250,3,1,17191,2059.0,17205.73682148041,17457.855384615385
IN,18,Johnson,81,16210,4,1,36570,2905.9701492537315,32700.23699001656,33533.5794511806
IN,18,Johnson,81,10390,5,1,61753,4020.0581395348836,52313.70515951102,53742.41345202769
IN,18,Johnson,81,7660,6,1,86775,5363.005780346821,72462.98704877947,74439.00793650794
IN,18,Johnson,81,10350,7,1,133257,8097.5609756097565,106684.6946053187,109854.84271844658
IN,18,Johnson,81,2490,8,1,405385,23487.76371308017,300813.5626214536,319616.56976292265
IN,18,Knox,83,3430,2,1,5100,1383.3333333333335,5413.049853372434,5436.445747800586
IN,18,Knox,83,3650,3,1,16908,2064.285714285714,17073.736536039993,17329.470752089135
IN,18,Knox,83,3810,4,1,36095,2878.125,32407.031723061642,33209.22162162162
IN,18,Knox,83,2300,5,1,61923,4126.315789473684,52667.57460561755,54144.44690265487
IN,18,Knox,83,1470,6,1,86433,4969.444444444444,72456.72872414273,74577.41496598639
IN,18,Knox,83,1510,7,1,129056,8043.421052631579,104246.02771808252,107956.90066225166
IN,18,Knox,83,320,8,1,379909,19707.142857142855,286919.4233870968,305688.29838709685
IN,18,Kosciusko,85,6250,2,1,4985,2506.6666666666665,5240.4838709677415,5257.967741935484
IN,18,Kosciusko,85,7520,3,1,17338,2345.2380952380954,17461.09554341576,17719.71891891892
IN,18,Kosciusko,85,9750,4,1,36486,3092.3076923076924,32801.1462469395,33639.31269674711
IN,18,Kosciusko,85,6200,5,1,61618,3881.379310344828,52328.62817433082,53773.34042553192
IN,18,Kosciusko,85,3500,6,1,86239,5406.779661016949,72378.68088669951,74396.19540229886
IN,18,Kosciusko,85,3620,7,1,131070,8044.493392070484,105732.44533897012,109061.92817679558
IN,18,Kosciusko,85,1120,8,1,651654,32384.7619047619,475145.5461711712,495815.5022522522
IN,18,Lagrange,87,2640,2,1,4870,1883.333333333333,5107.490421455938,5124.570881226054
IN,18,Lagrange,87,3260,3,1,17487,2438.461538461538,17593.693585994683,17869.566978193146
IN,18,Lagrange,87,4200,4,2,36972,3388.095238095238,35343.22160194174,36490.313106796115
IN,18,Lagrange,87,3790,5,2,61512,4250.0,53432.37861037818,55171.39733333333
IN,18,Lagrange,87,1530,6,2,85742,5546.666666666666,74122.59167303285,76599.46103896105
IN,18,Lagrange,87,1110,7,1,128470,7960.0,105139.3226199172,109142.91891891892
IN,18,Lagrange,87,290,8,1,404683,25992.307692307695,305426.0689655172,329680.6896551724
IN,18,Lake,89,38640,2,1,5221,2384.873949579832,5469.252876569038,5486.334728033473
IN,18,Lake,89,53660,3,2,16761,2543.7317784256556,18541.14715076714,18676.167518455422
IN,18,Lake,89,49930,4,1,36196,3374.866879659212,32303.102239113316,33138.06248711074
IN,18,Lake,89,30870,5,1,61783,4709.015025041736,51763.955655905556,53213.05256154357
IN,18,Lake,89,21680,6,1,86665,6301.4964788732395,71444.97206659391,73434.10798122066
IN,18,Lake,89,27460,7,1,131933,9491.764132553606,105148.10429732005,108066.35488611317
IN,18,Lake,89,4890,8,1,389584,26320.98501070664,289222.89907026757,308032.79771045473
IN,18,La Porte,91,9140,2,1,5185,2380.769230769231,5462.205298013245,5481.172185430464
IN,18,La Porte,91,12010,3,2,16942,2520.689655172414,18548.883009928275,18681.048223350255
IN,18,La Porte,91,12130,4,1,36178,3163.855421686747,32387.23709334501,33219.96434634975
IN,18,La Porte,91,7020,5,1,61721,4279.6875,52173.34663282698,53625.24454148471
IN,18,La Porte,91,4670,6,1,86553,5661.931818181818,71874.29546149781,73902.14935064936
IN,18,La Porte,91,5160,7,1,129889,8194.0,103879.19672427834,107345.74708171208
IN,18,La Porte,91,910,8,1,433359,26381.927710843374,322354.83454747504,341966.6587232992
IN,18,Lawrence,93,3690,2,1,5187,1550.0,5514.655737704918,5534.844262295082
IN,18,Lawrence,93,4670,3,1,16970,2047.3684210526317,17425.707095305406,17700.969498910676
IN,18,Lawrence,93,5330,4,1,36207,2916.666666666667,32763.273805074015,33596.914893617024
IN,18,Lawrence,93,3050,5,1,61760,4120.289855072463,52654.41566363488,54047.687707641206
IN,18,Lawrence,93,1870,6,1,86449,5664.615384615385,72419.11721580128,74427.13978494622
IN,18,Lawrence,93,1810,7,1,128611,8307.079646017699,103062.67400262508,106361.46961325967
IN,18,Lawrence,93,250,8,1,339904,21247.82608695652,256222.32999999996,274898.49
IN,18,Madison,95,10000,2,1,5269,1520.0,5578.69696969697,5595.848484848485
IN,18,Madison,95,15380,3,1,17077,1822.8571428571427,17442.106607812355,17710.080345285525
IN,18,Madison,95,15270,4,1,35986,2928.1767955801106,32339.411877532333,33168.577235772354
IN,18,Madison,95,7970,5,1,61449,4159.903381642513,52242.62276701945,53655.5353016688
IN,18,Madison,95,4890,6,1,86309,5636.871508379889,72223.99036356785,74225.44927536232
IN,18,Madison,95,4690,7,1,128946,8434.843205574913,103585.33508738359,106895.95299145298
IN,18,Madison,95,660,8,1,423341,28967.79661016949,312572.823076923,330389.0916083916
IN,18,Marion,97,72410,2,1,5391,1824.5192307692305,5698.345203183912,5717.112693757855
IN,18,Marion,97,117660,3,2,17174,2157.1651090342675,19006.832408564784,19134.029923030357
IN,18,Marion,97,126540,4,2,35834,3035.9253499222395,33182.78357859753,34216.99314733235
IN,18,Marion,97,57090,5,1,61097,4374.144672531769,51017.952248446316,52492.755238439306
IN,18,Marion,97,31390,6,1,86417,5906.933842239185,71229.67224513608,73247.41855937704
IN,18,Marion,97,37470,7,1,132859,9025.636428827536,105960.74397310008,109050.18446601942
IN,18,Marion,97,11030,8,1,503494,32750.88868101029,368395.7090400434,386951.68049728347
IN,18,Marshall,99,4020,2,1,4749,2155.555555555555,4986.788029925188,5004.067331670823
IN,18,Marshall,99,4420,3,1,17242,2204.347826086957,17434.452352836674,17700.81755196305
IN,18,Marshall,99,5760,4,2,36524,2793.220338983051,34422.4042517762,35527.33747779751
IN,18,Marshall,99,3330,5,1,61489,4432.394366197183,52364.17460317461,53780.08206686929
IN,18,Marshall,99,2000,6,1,86630,5307.8125,72844.70914572863,74837.01507537688
IN,18,Marshall,99,1860,7,1,129567,8239.622641509433,104874.02520522603,108371.02150537634
IN,18,Marshall,99,380,8,1,480274,28086.111111111113,353059.7752489332,375438.9118065434
IN,18,Martin,101,840,2,1,5054,0.0,5389.559523809524,5409.738095238095
IN,18,Martin,101,930,3,1,17234,0.0,17542.456930166605,17818.54945054945
IN,18,Martin,101,1200,4,1,36357,2400.0,32752.305413105412,33580.07692307692
IN,18,Martin,101,730,5,1,61748,3558.333333333333,52478.86967275495,53953.43055555555
IN,18,Martin,101,460,6,1,86650,4908.333333333334,72380.2571692877,74542.0425531915
IN,18,Martin,101,450,7,1,127164,7300.0,101729.47654320988,105436.37777777777
IN,18,Martin,101,50,8,1,313180,17960.0,239981.0,256089.0
IN,18,Miami,103,2890,2,1,5068,560.0,5367.125874125874,5388.804195804196
IN,18,Miami,103,3620,3,1,17106,2250.0,17503.026438180852,17773.38418079096
IN,18,Miami,103,3830,4,1,36200,2905.4054054054054,32852.00551831205,33691.605405405404
IN,18,Miami,103,2240,5,1,61494,4082.978723404255,52322.49549512987,53728.718181818185
IN,18,Miami,103,1390,6,1,86378,5608.510638297872,72372.93165467626,74419.8115942029
IN,18,Miami,103,1280,7,1,126365,8326.315789473685,101965.60440891473,105258.51162790698
IN,18,Miami,103,130,8,1,327638,22541.666666666668,254964.46153846153,270165.3846153846
IN,18,Monroe,105,10530,2,1,5128,1861.5384615384614,5316.236363636363,5331.781818181818
IN,18,Monroe,105,12880,3,1,17012,2330.30303030303,16579.536529994497,16810.01265822785
IN,18,Monroe,105,12760,4,1,36022,3039.8876404494385,32012.43670823624,32808.8401937046
IN,18,Monroe,105,7120,5,1,61573,4220.754716981132,52022.80989541172,53490.81844380403
IN,18,Monroe,105,4900,6,1,86730,5568.544600938968,72279.45650906324,74308.21946169772
IN,18,Monroe,105,6710,7,1,134353,8415.401301518437,107668.002267965,110974.75488721806
IN,18,Monroe,105,2060,8,1,425508,25711.224489795917,317859.5103954534,336530.6672981293
IN,18,Montgomery,107,3270,2,1,4861,1850.0000000000002,5093.787692307692,5111.941538461539
IN,18,Montgomery,107,3770,3,2,17159,1894.1176470588234,18564.80290623919,18694.4347826087
IN,18,Montgomery,107,4880,4,2,36043,2773.913043478261,33968.61918824907,35041.97899159664
IN,18,Montgomery,107,2620,5,1,61602,3964.406779661017,52545.34174414116,53976.023346303504
IN,18,Montgomery,107,1680,6,1,86057,5655.102040816327,72185.44635728543,74223.70059880239
IN,18,Montgomery,107,1600,7,1,128331,8103.124999999999,103493.9093167702,106883.52173913043
IN,18,Montgomery,107,250,8,1,411528,22934.782608695652,304562.48,333090.24
IN,18,Morgan,109,5370,2,1,5024,2266.6666666666665,5277.176360225139,5292.262664165103
IN,18,Morgan,109,6700,3,1,17021,2157.8947368421054,17256.383177527372,17518.96937212864
IN,18,Morgan,109,7700,4,1,36328,2974.79674796748,32782.7011725117,33623.376518218625
IN,18,Morgan,109,4850,5,1,61813,4394.805194805195,52574.53514289443,54007.64345991561
IN,18,Morgan,109,3600,6,1,86664,6193.023255813953,72504.3552434457,74421.25842696629
IN,18,Morgan,109,4260,7,1,130792,9042.721518987342,105096.85302402651,108160.57647058822
IN,18,Morgan,109,650,8,1,349834,23070.967741935485,263664.14711538464,281502.2519230769
IN,18,Newton,111,1110,2,1,5038,1000.0,5318.6,5336.6
IN,18,Newton,111,1430,3,1,16856,2650.0,17111.50052824873,17370.489208633095
IN,18,Newton,111,1630,4,1,36687,2845.0,33123.84226569434,33952.45283018868
IN,18,Newton,111,1040,5,1,61991,4015.3846153846152,52743.38970588235,54149.205882352944
IN,18,Newton,111,680,6,1,85893,5373.913043478261,71498.857266436,73503.04411764706
IN,18,Newton,111,620,7,1,128092,7650.0,102512.23204994797,106027.80645161291
IN,18,Newton,111,70,8,1,607843,31160.0,434723.5714285714,453266.0
IN,18,Noble,113,3770,2,1,4983,2437.5,5254.39037433155,5273.427807486631
IN,18,Noble,113,4430,3,1,17336,2113.6363636363635,17485.59326431592,17747.379310344826
IN,18,Noble,113,6100,4,2,36557,2900.0,34323.812353038586,35433.84511784512
IN,18,Noble,113,3640,5,1,61448,4274.025974025974,52289.94300601633,53721.187150838
IN,18,Noble,113,2020,6,1,86150,5537.096774193548,72437.78899127537,74462.02970297029
IN,18,Noble,113,1640,7,1,126949,8080.645161290322,102450.32871058892,105831.51219512195
IN,18,Noble,113,260,8,1,469946,25541.666666666668,347668.6276923077,367558.6923076923
IN,18,Ohio,115,440,2,1,5211,0.0,5552.95652173913,5573.260869565217
IN,18,Ohio,115,630,3,1,17002,1650.0,17461.735623211032,17737.983606557376
IN,18,Ohio,115,630,4,1,36427,2342.857142857143,32501.274193548386,33336.25806451613
IN,18,Ohio,115,450,5,1,61969,3618.181818181818,52445.42946859903,53906.78260869566
IN,18,Ohio,115,310,6,1,85829,4925.0,71658.08949011446,73602.06451612903
IN,18,Ohio,115,280,7,1,127586,7176.470588235294,104004.21428571429,107724.0
IN,18,Ohio,115,30,8,1,341833,16833.333333333332,250402.0,264985.0
IN,18,Orange,117,1680,2,1,5020,1375.0,5377.391566265061,5399.1626506024095
IN,18,Orange,117,2210,3,1,17050,2488.8888888888887,17519.191066997515,17783.354838709678
IN,18,Orange,117,2300,4,1,35851,2809.090909090909,32652.184801846866,33479.72123893805
IN,18,Orange,117,1170,5,1,61653,3886.9565217391305,53108.16327733569,54468.612068965514
IN,18,Orange,117,670,6,1,85581,5180.0,72050.42414791713,73983.9104477612
IN,18,Orange,117,500,7,1,127844,7893.333333333334,103702.576,106791.4
IN,18,Orange,117,90,8,1,425044,25987.5,319706.77777777775,341954.8888888889
IN,18,Owen,119,1720,2,1,5256,1150.0,5572.964705882354,5592.5058823529425
IN,18,Owen,119,2190,3,1,16866,2545.454545454545,17442.727535308484,17719.46511627907
IN,18,Owen,119,2480,4,1,36179,2883.8709677419356,32897.16701244813,33734.73443983403
IN,18,Owen,119,1450,5,1,61431,4088.235294117647,52463.29894839814,53881.31205673758
IN,18,Owen,119,860,6,1,86410,5403.448275862069,72514.56856455494,74518.72413793103
IN,18,Owen,119,660,7,1,126082,7482.051282051282,101993.51652892561,105177.72727272728
IN,18,Owen,119,80,8,1,405138,19937.5,308000.0,328379.0
IN,18,Parke,121,1280,2,1,4855,0.0,5144.543307086614,5168.669291338582
IN,18,Parke,121,1560,3,1,17060,2062.5,17633.752639517345,17920.41176470588
IN,18,Parke,121,1720,4,1,35901,2666.6666666666665,33068.89513995265,33926.35329341317
IN,18,Parke,121,990,5,1,61292,4005.0,52510.041220283645,54026.9898989899
IN,18,Parke,121,630,6,1,86786,5510.0,73220.18594104308,75347.30158730158
IN,18,Parke,121,550,7,1,127904,8243.75,104125.65884297522,107681.56363636363
IN,18,Parke,121,90,8,1,374567,27914.285714285714,280937.1111111111,303470.0
IN,18,Perry,123,1520,2,1,5222,600.0,5545.1578947368425,5565.9473684210525
IN,18,Perry,123,1830,3,1,16846,2200.0,16947.082782356672,17207.657458563535
IN,18,Perry,123,2120,4,1,36163,2775.0,32541.438816633083,33377.71359223301
IN,18,Perry,123,1400,5,1,62204,4050.0,52736.81685508735,54213.647482014385
IN,18,Perry,123,880,6,1,86392,5270.833333333334,72330.13993871298,74474.05617977527
IN,18,Perry,123,680,7,1,126454,8251.515151515152,102035.1489769821,105710.30434782608
IN,18,Perry,123,100,8,1,360360,25112.5,271844.8,292745.0
IN,18,Pike,125,930,2,1,4983,0.0,5263.408602150537,5281.118279569892
IN,18,Pike,125,1180,3,1,17044,2040.0,17227.15616398667,17484.982905982906
IN,18,Pike,125,1380,4,1,36440,2890.0,32792.437659846546,33627.97794117647
IN,18,Pike,125,830,5,1,61707,3284.6153846153848,52471.10285042609,53920.78048780488
IN,18,Pike,125,610,6,1,86107,4914.285714285715,71770.89423585405,73906.96774193548
IN,18,Pike,125,670,7,1,127696,6900.0,102414.21166892808,106134.63636363638
IN,18,Pike,125,50,8,1,322640,16175.0,248665.0,261817.8
IN,18,Porter,127,12820,2,1,4999,2362.790697674419,5186.001574803149,5199.696062992126
IN,18,Porter,127,14530,3,1,16922,2473.076923076923,16770.280460725367,17015.924528301886
IN,18,Porter,127,15520,4,1,36664,3274.9103942652328,32724.396056803642,33549.22627737226
IN,18,Porter,127,11170,5,1,62090,4216.180371352785,52264.45134791132,53724.17127071823
IN,18,Porter,127,9670,6,1,86992,5433.256351039261,71984.77825860966,74015.47009443861
IN,18,Porter,127,13830,7,1,132360,7885.513513513513,105486.58875237998,108779.68413391558
IN,18,Porter,127,2900,8,1,425178,23457.299270072996,313314.87892720307,330659.06585249037
IN,18,Posey,129,1940,2,1,5093,675.0,5321.5440414507775,5337.813471502591
IN,18,Posey,129,2160,3,1,16959,2390.909090909091,16924.300665101724,17180.169014084506
IN,18,Posey,129,2590,4,1,36641,2875.862068965517,32936.823839776036,33774.17131474104
